id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis 
2390237,Divja salsa,98,2014,6.2,52,17765,90310,R,"Beneath Bruce Garrett's under-confident, overweight exterior, the passionate heart of a salsa king lies dormant. Now, one woman is about to reignite his Latin fire."
2390361,Enough Said,93,2013,7.0,78,58275,17536788,PG-13,A divorced woman who decides to pursue the man she's interested in learns he's her new friend's ex-husband.
2392326,Le Week-End,93,2013,6.3,73,7672,2223380,R,A British couple return to Paris many years after their honeymoon there in an attempt to rejuvenate their marriage.
2393827,Howl,92,2015,5.4,,11505,,,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning."
2393845,Kill Me Three Times,90,2014,5.9,30,20367,23840,R,"Professional hit-man Charlie Wolfe finds himself in three tales of murder, blackmail and revenge after a botched contract assignment."
2395385,+1,96,2013,5.5,60,7702,,,"Three college friends hit the biggest party of the year, where a mysterious phenomenon disrupts the night, quickly descending into a chaos that challenges their friendships - and whether they can stay alive."
2395427,Maščevalci: Ultronova doba,141,2015,7.3,66,728823,459005868,PG-13,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."
2395469,Gully Boy,153,2019,8.1,65,30449,5566534,,A coming-of-age story based on the lives of street rappers in Mumbai.
2396224,It's Such a Beautiful Day,62,2012,8.3,90,10679,,,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy."
2396589,Mudbound,134,2017,7.4,85,41229,,R,"Two men return home from World War II to work on a farm in rural Mississippi, where they struggle to deal with racism and adjusting to life after war."
2397535,Predestination,97,2014,7.5,69,248182,68372,R,"For his final assignment, a top temporal agent must pursue the one criminal that has eluded him throughout time. The chase turns into a unique, surprising and mind-bending exploration of love, fate, identity and time travel taboos."
2398149,Obtožujem!,132,2019,7.2,56,11334,,,"In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at Devil's island."
2398231,The Homesman,122,2014,6.6,68,30176,2428883,R,"Three women who have been driven mad by pioneer life are to be transported across the country by covered wagon by the pious, independent-minded Mary Bee Cuddy, who in turn employs low-life drifter George Briggs to assist her."
2398241,Smrkci: Skrita vas,90,2017,6.0,40,18039,45020282,PG,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history."
2398249,They Came Together,83,2014,5.5,60,21125,,R,"Molly owns a quaint little sweet shop. Joel works for a gigantic candy company threatening to shut her down. How they meet, fall in love, break up and get back together is hilariously recounted in this rom-com spoof."
2400463,The Invitation,100,2015,6.6,74,90976,231703,,"A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions."
2401097,Tracers,94,2015,5.6,45,18345,,PG-13,"Wanted by the Chinese mafia, a New York City bike messenger escapes into the world of parkour after meeting a beautiful stranger."
2401807,Tokarev,98,2014,5.0,28,23221,,,"When the daughter of a reformed criminal is kidnapped, he rounds up his old crew and seeks his own brand of justice."
2401878,Anomalisa,90,2015,7.3,88,65055,3759286,R,A man crippled by the mundanity of his life experiences something out of the ordinary.
2402101,Dark Places,113,2015,6.2,39,41618,,R,"Libby Day was only eight years old when her family was brutally murdered in their rural Kansas farmhouse. Almost thirty years later, she reluctantly agrees to revisit the crime and uncovers the wrenching truths that led up to that tragic night."
2402105,Dom Hemingway,93,2013,6.2,55,25523,518134,R,"After spending 12 years in prison for keeping his mouth shut, notorious safe-cracker Dom Hemingway is back on the streets of London looking to collect what he's owed."
2402157,Novemberski moz,108,2014,6.3,38,62645,24984868,R,An ex-C.I.A. operative is brought back in on a very personal mission and finds himself pitted against his former pupil in a deadly game involving high level C.I.A. officials and the Russian President-elect.
2402927,Carol,118,2015,7.2,94,113131,12711491,R,An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.
2403021,The Green Inferno,100,2013,5.3,38,38129,7192291,R,"A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
2403029,The Starving Games,83,2013,3.2,,18813,,PG-13,"In this Hunger Games spoof, Kantmiss Evershot must fight for her life in the 75th annual Starving Games, where she could also win an old ham, a coupon for a foot-long sub, and a partially eaten pickle."
2404181,Belle,100,2013,7.3,64,27793,10726630,PG,"The mixed-race daughter, Dido Elizabeth Belle (Gugu Mbatha-Raw), of Royal Navy Captain Sir John Lindsay (Matthew Goode) is raised by aristocratic Great-uncle Lord William Murray, 1st Earl of Mansfield (Tom Wilkinson) in eighteenth century England."
2404233,Gods of Egypt,127,2016,5.4,25,104523,31153464,PG-13,"Mortal hero Bek teams with the god Horus in an alliance against Set, the merciless god of darkness, who has usurped Egypt's throne, plunging the once peaceful and prosperous empire into chaos and conflict."
2404311,Malavita,111,2013,6.3,42,109504,36918811,R,"The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard."
2404425,Woman in Gold,109,2015,7.3,51,53127,33305037,PG-13,"Maria Altmann, an octogenarian Jewish refugee, takes on the Austrian government to recover artwork she believes rightfully belongs to her family."
2404435,Sedem veličastnih,132,2016,6.9,54,182603,93432655,PG-13,Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.
2404461,Preteklost,130,2013,7.8,85,44426,1330596,PG-13,"An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce."
2404463,Drzni par,117,2013,6.6,60,160879,159582188,R,An uptight FBI Special Agent is paired with a foul-mouthed Boston cop to take down a ruthless drug lord.
2404465,Troop Zero,94,2019,6.9,58,8614,,PG,"In rural 1977 Georgia, a misfit girl dreams of life in outer space. When a competition offers her a chance to be recorded on NASA's Golden Record, she recruits a makeshift troop of Birdie Scouts, forging friendships that last a lifetime."
2404738,Las brujas de Zugarramurdi,112,2013,6.4,73,13195,,,"A gang of armed robbers finds a safe haven in a secluded village crammed with witches--only to encounter the bizarre, the unexpected, and the occult. Can they save themselves, and the rest of the world from the next witch apocalypse?"
2406252,La Vénus à la fourrure,96,2013,7.2,69,17706,342183,,An actress attempts to convince a director how she's perfect for a role in his upcoming production.
2406566,Atomska blondinka,115,2017,6.7,63,172852,51687870,R,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.
2409818,Nevidne oci,100,2014,5.2,47,13497,,,A jilted fan soon finds himself pulled into a deadly game of cat-and-mouse after he accepts the opportunity to spy on his favorite actress via his laptop.
2414766,OXV: The Manual,105,2013,6.8,,13529,,,"In an alternate reality, children learn how lucky they will be (their ""frequency""), knowledge which shapes their destiny. The unluckiest boy must parse the mysteries of free will in order to pursue his forbidden love of the luckiest girl."
2417712,Goon: Last of the Enforcers,101,2017,5.8,48,11959,,R,A hockey player plagued by injuries is confronted with the possibility of retirement when a tough new player challenges his status as the league's top enforcer.
2424988,Gabbar Is Back,128,2015,7.1,,22331,,,A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.
2425486,Gloria,110,2013,6.8,83,8320,2106556,R,"A story set in Santiago and centered on Gloria, a free-spirited older woman, and the realities of her whirlwind relationship with a former naval officer whom she meets out in the clubs."
2427892,Tom à la ferme,102,2013,7.0,67,15923,,,"A grieving man meets his lover's family, who were not aware of their son's sexual orientation."
2428170,Creep,77,2014,6.3,74,40541,,R,"A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions."
2429074,G.B.F.,92,2013,5.9,56,10516,,R,"What happens after Tanner is outed by his classmates and becomes the title ""gay best friend"" for three high school queen bees?"
2431286,Philomena,98,2013,7.6,77,93284,37707719,PG-13,"A world-weary political journalist picks up the story of a woman's search for her son, who was taken away from her decades ago after she became pregnant and was forced to live in a convent."
2436386,Project Almanac,106,2015,6.4,47,75331,22348241,PG-13,"A group of teens discover secret plans of a time machine, and construct one. However, things start to get out of control."
2436516,Go Goa Gone,108,2013,6.6,,11232,295414,,"A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies."
2436682,The Duel,110,2016,5.8,42,9733,57443,R,A Texas Ranger investigates a series of unexplained deaths in a town called Helena.
2438644,Zenska v kletki,96,2013,7.2,62,25319,,,"Police inspector Carl Mørck is put in charge of a department of cold cases, joined only by his assistant, Assad. They dig into a case about a disappeared woman."
2446042,Ugrabljena 3,108,2014,6.0,26,176879,89256424,PG-13,"Accused of a ruthless murder he never committed or witnessed, Bryan Mills goes on the run and brings out his particular set of skills to find the true killer and clear his name."
2446980,Joy,124,2015,6.6,56,126504,56451232,PG-13,"Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty."
2450186,V/H/S/2,96,2013,6.0,49,35670,21833,R,"Searching for a missing student, two private investigators break into his house and find collection of VHS tapes. Viewing the horrific contents of each cassette, they realize there may be dark motives behind the student's disappearance."
2452042,Snoopy in Charlie Brown: film o arašidkih,88,2015,7.1,67,41740,130178411,G,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their archnemesis, while his best pal Charlie Brown begins his own epic quest back home to win the love of his life."
2452200,Son of a Gun,108,2014,6.4,49,26063,1411,R,"JR busts out of prison with Brendan Lynch, Australia's most notorious criminal, and joins Lynch's gang for a gold heist that soon pits the two men against one another."
2452244,Isn't It Romantic,89,2019,5.9,60,61064,48791187,PG-13,A young woman disenchanted with love mysteriously finds herself trapped inside a romantic comedy.
2452254,Oblaki nad Sils Mario,124,2014,6.7,79,27246,1811138,R,A film star comes face-to-face with an uncomfortable reflection of herself while starring in a revival of the play that launched her career.
2452386,The Fundamentals of Caring,97,2016,7.3,55,56564,,,A man suffering a family loss enrolls in a class about care-giving that changes his perspective on life.
2458106,Ninja: Shadow of a Tear,95,2013,6.2,,11262,,R,Ninjitsu master Casey is back and out for revenge when his pregnant wife is murdered.
2459156,Copenhagen,98,2014,7.1,71,12008,,,"When the girl of your dreams is half your age, it's time to grow up."
2461132,Happy New Year,180,2014,5.0,,33557,,,A gang of amateur dancers takes part in a dancing competition to avenge their personal vendetta.
2461150,Genialci,95,2016,5.8,47,49693,17356894,PG-13,A guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history. Based on the October 1997 Loomis Fargo robbery.
2461520,Man Down,90,2015,5.9,28,9106,,R,"In a post-apocalyptic America, former U.S. Marine Gabriel Drummer searches desperately for the whereabouts of his son, accompanied by his best friend and a survivor."
2463288,Seks na eks,95,2014,6.0,25,50636,39751,R,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life."
2465146,Tako pac je!,94,2014,5.8,38,12656,15155772,PG-13,A self-absorbed realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home.
2465578,Cloveski kapital,111,2013,7.3,63,11579,157336,,The destinies of two families are irrevocably tied together after a cyclist is hit off the road by a jeep in the night before Christmas Eve.
2467046,Left Behind,110,2014,3.1,12,36588,13998282,PG-13,A small group of survivors are left behind after millions of people suddenly vanish and the world is plunged into chaos and destruction.
2468774,Nae-ga sal-in-beom-i-da,119,2012,7.1,,8717,,,Lee Du-seok publishes an autobiography describing murders he committed after the statute of limitations expires. A detective and one of the victim's mothers search for the author while another killer begins a spree of murders.
2471640,Dag,90,2012,7.8,,19615,,,"The heroic story of two soldiers trapped in an ambush, fighting for their lives."
2473510,Paranormal Activity: The Ghost Dimension,88,2015,4.6,30,24668,18300124,R,"Using a special camera that can see spirits, a family must protect their daughter from an evil entity with a sinister plan."
2473602,Get on Up,139,2014,6.9,71,21711,30513940,PG-13,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.
2473682,Paranormal Activity: The Marked Ones,84,2014,5.0,42,39506,32462372,R,"When a young man becomes the target of a malevolent entity, he must uncover its true intentions before it takes complete control of him."
2473794,G. Turner,150,2014,6.8,94,24077,3958546,R,"An exploration of the last quarter century of the great, if eccentric, British painter J.M.W. Turner's life."
2474024,Zadnjih pet let,94,2014,5.9,60,9394,137945,PG-13,A struggling actress and her novelist lover each illustrate the struggle and deconstruction of their love affair.
2474958,Kill Your Friends,103,2015,6.0,45,8856,,,An A&R man working at the height of the Britpop music craze goes to extremes in order to find his next hit.
2474976,The Hallow,97,2015,5.7,65,15183,13906,,A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.
2479478,The Ridiculous 6,119,2015,4.8,18,43682,,,"An outlaw who was raised by Native Americans discovers that he has five half-brothers; together the men go on a mission to find their wayward, deadbeat dad."
2479800,Palo Alto,100,2013,6.2,69,27049,750100,R,"An unflinching portrait of adolescent lust, boredom, and self-destruction that centers around a shy young girl on the cusp of an illicit relationship with her soccer coach."
2481480,Rob the Mob,104,2014,6.3,63,10654,206909,R,"A Queens couple who specialize in robbing mafia social clubs stumble upon a score bigger than they could ever imagine, becoming targets of both the mob and the FBI in the process."
2481498,Cista zloba,110,2019,6.6,52,75056,,R,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years."
2486678,5 to 7,95,2014,7.1,52,18566,116400,R,"An aspiring novelist enters into a relationship with a woman, though there's just one catch: She's married and the couple can only meet between the hours of 5 and 7 each evening."
2488496,Vojna zvezd: Sila se prebuja,138,2015,7.9,80,849712,936662225,PG-13,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace."
2490326,Cooties,88,2014,5.7,49,22670,55749,R,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
2493486,Last Knights,115,2015,6.2,27,38750,,R,A fallen warrior rises against a corrupt and sadistic ruler to avenge his dishonored master.
2494280,Stretch,94,2014,6.5,,29269,,R,"A hard-luck limo driver struggles to go straight and pay off a debt to his bookie. He takes on a job with a crazed passenger, whose sought-after ledger implicates some seriously dangerous criminals."
2494362,Bojna sekira,132,2015,7.1,72,83834,,,"In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers."
2495118,Yip Man: Jung gik yat zin,100,2013,6.2,55,10531,37884,PG-13,"In postwar Hong Kong, legendary Wing Chun grandmaster Ip Man is reluctantly called into action once more, when what begin as simple challenges from rival kung fu styles soon draw him into ..."
2499472,Point Blank,86,2019,5.7,37,11264,,,An ER nurse and a career criminal are forced into an unlikely partnership in taking down a ring of corrupt cops threatening the lives of both their families.
2503154,The Den,76,2013,6.0,48,13047,,R,"While studying the habits of web cam chat users from the apparent safety of her own home, a young woman's life begins to spiral out of control after witnessing a grisly murder online."
2503944,Kuhar na robu,101,2015,6.6,42,104874,13650738,R,"Adam Jones (Bradley Cooper) is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars."
2505294,Ask Me Anything,100,2014,6.0,,11439,,,"A confused teenager writes a blog revealing her daily activities and secrets, advised to do so by her high school guidance counselor in lieu of moving onto her first year in college."
2509850,The Rewrite,107,2014,6.2,51,18287,,,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there."
2510434,Alien Abduction,85,2014,4.9,46,7916,,,A vacationing family encounters an alien threat in this thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.
2510894,Hotel Transilvanija 2,89,2015,6.7,44,105239,169700110,PG,"Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel."
2511428,Cold Comes the Night,90,2013,5.7,37,8652,,R,A struggling motel owner and her daughter are taken hostage by a nearly blind career criminal to be his eyes as he attempts to retrieve his cash package from a crooked cop.
2513074,Billy Lynn's Long Halftime Walk,113,2016,6.2,53,20906,1721524,R,"19-year-old Billy Lynn is brought home for a victory tour after a harrowing Iraq battle. Through flashbacks, the film shows what really happened to his squad - contrasting the realities of war with America's perceptions."
2515030,Escobar: Paradise Lost,120,2014,6.5,56,20912,106869,R,"In Colombia, a young surfer meets the woman of his dreams - and then meets her uncle, Pablo Escobar."
2515034,Strelec: Krvava pogodba,115,2015,5.8,39,38510,10640645,R,"A sniper on a mercenary assassination team, kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself."
2517658,The Canal,92,2014,5.8,55,13193,,,A depressed and stressed film archivist finds his sanity crumbling after he is given an old 16mm film reel with footage from a horrific murder that occurred in the early 1900's.
2524674,Vlazne cone,109,2013,5.8,77,10936,59437,,The adventures of an eccentric girl who has strange attitudes towards hygiene and sexuality longs for the reunion of her divorced parents.
2527186,All Cheerleaders Die,89,2013,5.1,45,8202,,,"A rebel girl signs up a group of cheerleaders to help her take down the captain of their high school football team, but a supernatural turn of events thrusts the girls into a different battle."
2527336,Vojna zvezd: poslednji jedi,152,2017,7.0,84,552750,620181382,PG-13,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order."
2527338,Vojna zvezd: epizoda IX - Vzpon Skywalkerja,141,2019,6.6,53,355425,515202542,PG-13,"The surviving members of the resistance face the First Order once again, and the legendary conflict between the Jedi and the Sith reaches its peak bringing the Skywalker saga to its end."
2528814,God's Not Dead,113,2014,4.7,16,40046,60755732,PG,"College philosophy professor Mr. Radisson's curriculum is challenged by his new student, Josh, who believes God exists."
2531344,Ne z mojo hcerko,102,2018,6.2,69,69926,60311495,R,Three parents try to stop their daughters from losing their virginity on prom night.
2535470,Wyrmwood,98,2014,6.2,54,15551,,,A talented mechanic prepares to battle his way through hordes of flesh-eating monsters after his sister is kidnapped on the eve of a zombie apocalypse.
2537176,I Spit on Your Grave 2,106,2013,5.7,,26765,441,R,"When Katie innocently accepts an offer to have new photos taken for her portfolio, the experience quickly turns into a nightmare of rape, torture and kidnapping. Now, she will have to find the strength to exact her brutal revenge."
2543164,Prihod,116,2016,7.9,81,582112,100546139,PG-13,A linguist works with the military to communicate with alien lifeforms after twelve mysterious spacecrafts appear around the world.
2543472,Cudo,113,2017,8.0,66,136851,132422809,PG,"Based on the New York Times bestseller, this movie tells the incredibly inspiring and heartwarming story of August Pullman, a boy with facial differences who enters the fifth grade, attending a mainstream elementary school for the first time."
2544766,Michiel de Ruyter,151,2015,7.0,,8904,,,"When the young republic of The Netherlands is attacked by England, France, and Germany, and the country is on the brink of civil war, only one man can lead the country's strongest weapon, the Dutch fleet: Michiel de Ruyter (Frank Lammers)."
2547584,The Light Between Oceans,133,2016,7.2,60,51123,12545979,PG-13,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from a drifting rowing boat.
2548208,Poker Night,104,2014,6.3,35,7784,,,"When a new detective is caught by a vicious psychopath and locked in a basement, he must use the knowledge he learned from some of the best detectives at Poker Night, then match wits against his captor."
2548396,The Cloverfield Paradox,102,2018,5.5,37,93694,,PG-13,"Orbiting a planet on the brink of war, scientists test a device to solve an energy crisis, and end up face-to-face with a dark alternate reality."
2554274,Skrlatni vrh,119,2015,6.5,66,128039,31090320,R,"In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers."
2555736,Eksoticni hotel Marigold 2,122,2015,6.6,51,30972,33078266,PG,"As the Best Exotic Marigold Hotel has only a single remaining vacancy, posing a rooming predicament for two fresh arrivals, Sonny Kapoor (Dev Patel) pursues his expansionist dream of opening a second hotel."
2555958,Arrambam,157,2013,7.0,,8497,,,A mysterious man along with a young computer hacker tries to unveil a major government conspiracy which resulted in several bloody deaths.
2556308,Holiday,160,2014,7.2,,25111,706893,,A military officer uses his intellect and fighting skills to hunt and knock down a terrorist aiming to rip apart Mumbai via the sleeper cells under his command.
2557478,Pacific Rim: Uprising,111,2018,5.6,44,104082,59874525,PG-13,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat."
2557490,Kako ne umreti na Zahodu,116,2014,6.1,44,174260,43139300,R,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his newly found courage to the test when her husband, a notorious gun-slinger, announces his arrival."
2561546,The Town That Dreaded Sundown,86,2014,5.6,47,13316,,R,The long gone serial killer seemingly returned again.
2561572,Get Hard,100,2015,6.0,34,121154,90411453,R,"When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars."
2562232,Birdman ali Nepricakovana odlika nevednosti,119,2014,7.7,87,571190,42340598,R,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
2567026,Alica izza ogledala,113,2016,6.2,34,91019,77042381,PG,Alice returns to the whimsical world of Wonderland and travels back in time to help the Mad Hatter.
2567712,Strozja kazen,106,2013,7.4,81,42856,34100,,"Eric Love, 19, is locked up in prison. On first day he assaults another inmate and several guards. He's offered group therapy and his dad, an inmate as well, tries to talk sense into him. Can he be rehabilitated?"
2568862,Upokojitev v stilu,96,2017,6.6,50,75480,45003463,PG-13,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money."
2570858,Burgundski vojvoda,104,2014,6.5,87,11734,32630,,A woman who studies butterflies and moths tests the limits of her relationship with her lesbian lover.
2571140,Boss,143,2013,5.1,42,10163,,,"After his younger son falls prey to a corrupt police officer, an honest old man summons his estranged elder son to save the day."
2574698,Gunday,152,2014,2.4,,57546,,,"The lives of Calcutta's most powerful Gunday, Bikram and Bala, changes when Nandita enters it. Then a counter-force takes charge and a thriller unfolds."
2576852,Kaguyahime no monogatari,137,2013,8.0,89,37231,1506975,PG,"Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her fate, the punishment for her crime."
2577172,Girlhouse,99,2014,5.5,,8160,,,"A young college student desperate for tuition money moves into a house that streams content to an X-rated website. After a deranged fan determines the house's location, she finds herself in..."
2580382,The Survivalist,104,2015,6.4,80,15687,,,"In a time of starvation, a survivalist lives off a small plot of land hidden deep in forest. When two women seeking food and shelter discover his farm, he finds his existence threatened."
2581244,Life After Beth,89,2014,5.6,50,19663,80315,R,"A young man's recently deceased girlfriend mysteriously returns from the dead, but he slowly realizes she is not the way he remembered her."
2582496,Me and Earl and the Dying Girl,105,2015,7.7,74,121513,6743776,PG-13,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
2582498,Sweet Virginia,93,2017,6.2,72,8352,10456,R,A former rodeo champ befriends a young man with a propensity for violence.
2582500,Ujeta,91,2016,4.8,25,12514,6883951,PG-13,"A widowed child psychologist lives an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever."
2582502,Fathers & Daughters,116,2015,7.1,31,23766,,R,"A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown, while, 27 years later, his grown daughter struggles to forge connections of her own."
2582576,Sand Castle,113,2017,6.3,45,18876,,,"The story follows a young soldier, and his introduction into the 2003 invasion of Iraq. Based on true events, it bears witness to the destruction, and horrors of war."
2582782,Za vsako ceno,102,2016,7.6,88,200344,26862450,R,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.
2582802,Ritem norosti,106,2014,8.5,88,699464,13092000,R,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.
2582846,Krive so zvezde,126,2014,7.7,69,339549,124872350,PG-13,Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam.
2584384,Jojo Rabbit,108,2019,7.9,58,270393,349555,PG-13,A young boy in Hitler's army finds out his mother is hiding a Jewish girl in their home.
2591814,Koto no ha no niwa,46,2013,7.5,,33370,,,A 15-year-old boy and 27-year-old woman find an unlikely friendship one rainy day in the Shinjuku Gyoen National Garden.
2592614,Nevidno zlo: zadnje poglavje,107,2016,5.5,49,82652,26830068,R,"Alice returns to where the nightmare began: The Hive in Raccoon City, where the Umbrella Corporation is gathering its forces for a final strike against the only remaining survivors of the apocalypse."
2597768,Come and Find Me,112,2016,5.7,46,7960,,R,"When his girlfriend goes missing, David must track down her whereabouts after he realizes she's not who she was pretending to be."
2597892,Viral,85,2016,5.5,,8074,,R,"Following the outbreak of a virus that wipes out the majority of the human population, a young woman documents her family's new life in quarantine and tries to protect her infected sister."
2599716,Jing cha gu shi 2013,110,2013,6.1,44,8873,,,"A man looking for the release of a long-time prisoner takes a police officer, his daughter, and a group of strangers hostage."
2608224,Kelebegin Rüyasi,138,2013,7.8,,19578,,,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same."
2610768,Celal ile Ceren,114,2013,2.8,,41147,,,"Celal, who dreams of achieving happiness as a womanizer, soon gets into difficulties and suffers misfortune. Back when Celal was in a relationship, he was jealous of the life of a bachelor."
2614684,'71,99,2014,7.2,83,50303,1268760,R,"In 1971, a young and disorientated British soldier is accidentally abandoned by his unit following a riot on the deadly streets of Belfast."
2617676,Thalaivaa,179,2013,6.1,,7862,,,"A son steps into his father's shoes, has to win a bloody war before he becomes the leader."
2617828,Freier Fall,97,2013,7.6,,17928,,,A soon-to-be-father policeman falls for a gay fellow officer and his life starts falling apart.
2620590,Usnjeni obraz,90,2017,5.0,40,19235,,R,"A teenage Leatherface escapes from a mental hospital with three other inmates, kidnapping a young nurse and taking her on a road trip from hell, while being pursued by a lawman out for revenge."
2621000,Jolly LLB,135,2013,7.5,,17223,,,"Wanting to earn fame and fortune, a small time lawyer files a PIL for an infamous hit-and-run, and thus learns what it really is like to be a lawyer."
2624412,Boulevard,88,2014,5.8,52,7983,121150,R,A devoted husband in a marriage of convenience is forced to confront his secret life.
2625030,Sinsegye,135,2013,7.6,58,20038,457806,,An undercover cop finds it difficult to play both a cop and a goon.
2625810,Into the Forest,101,2015,5.8,59,18771,6438,R,"After a massive power outage, two sisters learn to survive on their own in their isolated woodland home."
2626350,Odplesi svoje sanje: zdruzene moci,112,2014,6.0,45,32187,14904384,PG-13,"All-stars from the previous Step Up installments come together in glittering Las Vegas, battling for a victory that could define their dreams and their careers."
2631186,Bãhubali: The Beginning,159,2015,8.1,,101010,6738000,,"In ancient India, an adventurous and daring man becomes involved in a decades old feud between two warring people."
2637276,Ted 2,115,2015,6.3,48,181911,81476385,R,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
2637294,Hot Tub Time Machine 2,93,2015,5.1,29,36558,12282677,R,"When Lou's shot in the groin, Nick and Jacob drag him in the Hot Tub Time Machine to go back in time and save Lou. The three end up 10 years in the future, where they need to go to find the shooter."
2638144,Ben-Hur,123,2016,5.7,38,41053,26410477,PG-13,"Judah Ben-Hur, a prince falsely accused of treason by his adopted brother, an officer in the Roman army, returns to his homeland after years at sea to seek revenge, but finds redemption."
2639254,A Little Chaos,112,2014,6.5,51,20471,551609,R,Two talented landscape artists become romantically entangled while building a garden in King Louis XIV's palace at Versailles.
2639336,Greta,98,2018,6.0,54,24159,10519425,R,A young woman befriends a lonely widow who's harboring a dark and deadly agenda toward her.
2639344,Ljubezen je cudna rec,94,2014,6.7,82,12034,2252580,R,"After Ben and George get married, George is fired from his teaching post, forcing them to stay with friends separately while they sell their place and look for cheaper housing -- a situation that weighs heavily on all involved."
