id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis 
120769,The Newton Boys,122,1998,6.1,57,10198,10297897,PG-13,"The story of the Newton gang, the most successful bank robbers in history, owing to their good planning and minimal violence."
120770,A Night at the Roxbury,82,1998,6.3,26,56384,30324946,PG-13,"Two dim-witted brothers dream of owning their own dance club or at least getting into the coolest and most exclusive club in town, The Roxbury."
120772,Zelim si te,111,1998,6.0,51,18601,29106737,R,"A pregnant New York City social worker begins to develop romantic feelings for her gay best friend, and decides she'd rather raise her child with him, much to the dismay of her overbearing boyfriend."
120773,The Odd Couple II,97,1998,6.5,,9077,18912328,PG-13,Oscar and Felix take a road trip to their son and daughter's wedding.
120776,Prava stvar,127,1998,7.0,63,11212,23245840,R,A career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother.
120777,The Opposite of Sex,105,1997,6.3,70,19857,5881367,R,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives."
120780,Dalec od oci,123,1998,7.0,85,84412,37562568,R,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped."
120783,Past za starse,128,1998,6.5,64,118710,66308518,PG,"Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, later discover each other for the first time at summer camp and make a plan to bring their wayward parents back together."
120784,Mascevanje,100,1999,7.1,46,130297,81526121,R,"After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money."
120786,The Patriot,90,1998,4.2,,11667,,R,"A respected doctor must race against time to find a cure for a lethal virus, unleashed by a paramilitary militia leader."
120787,Popolni umor,107,1998,6.5,50,78309,67638368,R,"A wealthy Wall Street speculator discovers that his wife has a lover. He investigates him and uses the carrot and stick to make him murder his wife. Planned to detail, it seems like a perfect murder."
120789,Pleasantville,124,1998,7.5,71,120110,40568025,PG-13,"Two 1990s teenage siblings find themselves in a 1950s sitcom, where their influence begins to profoundly change that complacent world."
120791,Carovnije za vsak dan,104,1998,6.3,46,71670,46683377,PG-13,"Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
120794,The Prince of Egypt,99,1998,7.1,64,116822,101217900,PG,Egyptian Prince Moses learns of his identity as a Hebrew and his destiny to become the chosen deliverer of his people.
120797,Kontrolorji leta,124,1999,6.0,47,28068,8406264,R,"A feud develops between two air traffic controllers: one cocky and determined while the other is restrained and laidback, which inevitably affects their lives."
120800,Čarobni meč,86,1998,6.3,,14803,22717758,,"An adventurous girl, a young blind hermit, and a goofy two-headed dragon race to find the lost sword Excalibur to save King Arthur and Camelot from disaster."
120802,Le violon rouge,130,1998,7.6,57,31426,9473382,R,"A red-colored violin inspires passion, making its way through three centuries over several owners and countries, eventually ending up at an auction where it may find a new owner."
120804,Resident Evil,100,2002,6.7,33,244990,40119709,R,"A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident."
120812,Ful gas,98,1998,7.0,60,236046,141153686,PG-13,"A loyal and dedicated Hong Kong Inspector teams up with a reckless and loudmouthed L.A.P.D. detective to rescue the Chinese Consul's kidnapped daughter, while trying to arrest a dangerous crime lord along the way."
120815,Reševanje vojaka Ryana,169,1998,8.6,91,1214778,216540909,R,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action."
120820,Senseless,93,1998,6.1,36,13931,13035599,R,A student gets his senses enhanced by an experimental drug. But abuse is not an option.
120824,Ladijske novice,111,2001,6.7,47,31699,11434216,R,An emotionally beaten man with his young daughter moves to his ancestral home in Newfoundland to reclaim his life.
120828,"Šest dni, sedem noči",102,1998,5.8,51,72060,74329966,PG-13,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island."
120831,Slums of Beverly Hills,91,1998,6.6,69,11924,5480318,R,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills."
120832,Snake Eyes,98,1998,6.0,52,75034,55585389,R,A shady police detective finds himself in the middle of a murder conspiracy at an important boxing match in an Atlantic City casino.
120834,Snow Falling on Cedars,127,1999,6.7,44,13576,14378353,PG-13,"A Japanese-American fisherman is accused of killing his neighbor at sea. In the 1950s, race figures into the trial. So does reporter Ishmael."
120841,Species II,93,1998,4.5,19,27152,19165560,R,"An astronaut gets infected with alien DNA during the first mission on Mars and runs amok on earth. Preston and Laura team up with a peaceful, genetically re-engineered Sil to track the monster down."
120844,Star Trek: Insurrection,103,1998,6.4,64,69815,70117571,PG,"When the crew of the Enterprise learn of a Federation conspiracy against the inhabitants of a unique planet, Captain Picard begins an open rebellion."
120855,Tarzan,88,1999,7.3,79,200486,171091819,G,A man raised by gorillas must decide where he really belongs when he discovers he is a human.
120857,Un tè con Mussolini,117,1999,6.9,53,10897,14348123,PG,An orphaned Italian boy is raised amongst a circle of British and American women living in Mussolini's Italy before and during World War II.
120863,Tanka rdeca crta,170,1998,7.6,78,170431,36400491,R,"Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
120866,Titus,162,1999,7.1,57,19507,1921350,R,"Titus returns victorious from war, only to plant the seeds of future turmoil for himself and his family."
120868,"Torrente, el brazo tonto de la ley",97,1998,6.9,,11431,,,"José Luis Torrente, a former policeman fights against the oriental mafia in Madrid."
120873,Zvezni šerifi,131,1998,6.6,47,94687,57167405,PG-13,"U.S. Marshal Samuel Gerard and his team of Marshals are assigned to track down Sheridan, who has been accused of a double-murder."
120877,Vampires,108,1998,6.2,42,52690,20241395,R,"Recovering from an ambush that killed his entire team, a vengeful vampire slayer must retrieve an ancient Catholic relic that, should it be acquired by vampires, will allow them to walk in sunlight."
120879,Zametne noci,118,1998,7.0,65,33464,1053788,R,"In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild."
120882,Vrnitev obiskovalcev,118,1998,6.2,,10759,146072,,Knight Godefroy has to return to our time from 1023 to get back the sacred jewels that Jacquouille has taken to the 20th century.
120885,Pasji dnevi,97,1997,7.2,73,78165,43022524,R,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal."
120888,Porociva se,97,1998,6.8,59,133228,80245725,PG-13,"Robbie, a singer, and Julia, a waitress, are both engaged, but to the wrong people. Fortune intervenes to help them discover each other."
120889,Zivljenje po zivljenju,113,1998,7.1,44,101324,55485043,PG-13,"Chris Nielsen dies in an accident, and enters Heaven. But when he discovers that his beloved wife Annie has killed herself out of grief over the loss, he embarks on an afterlife adventure to reunite with her."
120890,Divje strasti,108,1998,6.5,52,106902,29753944,R,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.
120891,"Divji, divji zahod",106,1999,5.0,38,151780,113805681,PG-13,"The two best special agents in the Wild West must save President Grant from the clutches of a diabolical, wheelchair-bound, steampunk-savvy, Confederate scientist bent on revenge for losing the Civil War."
120901,Wrongfully Accused,87,1998,6.2,,23322,9623329,PG-13,"Ryan Harrison is framed for murder and must prove himself innocent by finding a mysterious one-eyed, one-armed, one-legged man after escaping from a bus accident on the way to jail."
120902,Dosjeji X,121,1998,7.0,60,100150,83898313,PG-13,Mulder and Scully must fight the government in a conspiracy and find the truth about an alien colonization of Earth.
120903,Mozje X,104,2000,7.4,64,564979,157299717,PG-13,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
120906,Zero Effect,116,1998,6.9,,13708,1980338,R,The world's greatest detective Daryl Zero aided by his associate Steve Arlo investigates a complex and mysterious case of blackmail and missing keys for shady tycoon Gregory Stark who is less than forthcoming about what is really happening!
120907,eXistenZ,97,1999,6.8,68,92828,2840417,R,A game designer on the run from assassins must play her latest virtual reality creation with a marketing trainee to determine if the game has been damaged.
120910,Fantasia 2000,75,1999,7.2,59,34638,60655420,,An update of the original film with new interpretations of great works of classical music.
120912,Mozje v crnem 2,88,2002,6.2,49,339337,190418803,PG-13,Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past.
120913,Titan A.E.,94,2000,6.6,48,58266,22751979,PG,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.
120915,Vojna zvezd: Epizoda I - Grozeca prikazen,136,1999,6.5,51,718208,474544677,PG,"Two Jedi escape a hostile blockade to find allies and come across a young boy who may bring balance to the Force, but the long dormant Sith resurface to claim their original glory."
120917,Cesarjeva nova podoba,78,2000,7.3,70,177021,89302687,,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
121164,Mrtva nevesta,77,2005,7.3,83,240927,53359111,PG,"When a shy groom practices his wedding vows in the inadvertent presence of a deceased young woman, she rises from the grave assuming he has married her."
121765,Vojna zvezd: Epizoda II - Napad klonov,142,2002,6.5,54,630483,310675583,PG,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi."
121766,Vojna zvezd: Epizoda III - Mascevanje Sitha,140,2005,7.5,68,699439,380262555,PG-13,"Three years into the Clone Wars, the Jedi rescue Palpatine from Count Dooku. As Obi-Wan pursues a new threat, Anakin acts as a double agent between the Jedi Council and Palpatine and is lured into a sinister plan to rule the galaxy."
122151,Smrtonosno orozje 4,127,1998,6.7,37,151794,130444603,R,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil."
122459,Vrni se,115,2000,6.9,54,19457,32662299,PG,A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.
122541,An Ideal Husband,97,1999,6.8,67,15044,18535191,PG-13,"London 1895: Cabinet minister, Sir Chiltern, and bachelor, Lord Goring, are victims of scheming women."
122690,Ronin,122,1998,7.3,67,170206,41616262,R,A freelancing former U.S. Intelligence Agent tries to track down a mysterious package that is wanted by the Irish and the Russians.
122718,Small Soldiers,108,1998,6.2,,90702,54682547,PG-13,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously."
122933,Analiza pa taka,103,1999,6.7,61,144526,106885658,R,A comedy about a psychiatrist whose number one patient is an insecure mob boss.
123209,Tista druga sestra,129,1999,6.5,28,11716,27797271,PG-13,A mentally challenged young woman seeks independence by obtaining her own apartment and attending college while her family plans her sister's wedding.
123755,Kocka,90,1997,7.2,61,209111,501818,R,Six complete strangers with widely varying personalities are involuntarily placed in an endless maze containing deadly traps.
123948,Cure,111,1997,7.4,70,10791,94596,,A frustrated detective deals with the case of several gruesome murders committed by people who have no recollection of what they've done.
123964,Life,108,1999,6.8,63,45019,63844974,R,"In 1932, two strangers are wrongfully convicted and develop a strong friendship in prison that lasts them through the 20th century."
124198,Totalni pokvarjenci,100,1998,6.4,31,44609,9801782,R,A prostitute is killed during a bachelor party and the attendees turn on each other as the wedding approaches.
124298,Ljubezen iz sanj,112,1999,6.6,48,58860,26494611,PG-13,A naive man comes out into the world after spending 35 years in a nuclear fallout shelter.
124315,The Cider House Rules,126,1999,7.4,75,92325,57545092,PG-13,"A compassionate young man, raised in an orphanage and trained to be a doctor there, decides to leave to see the world."
124595,Return to Paradise,111,1998,6.9,54,13675,8288513,R,Two friends must choose whether to help a third friend who was arrested in Malaysia for drug possession.
124718,Kdo vodi igro,136,1998,6.9,64,43886,21554585,R,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.
124819,Orgazmo,94,1997,6.2,48,34380,582024,NC-17,Naive young Mormon Joe Young is recruited to act in porn movies.
124879,Simon Birch,114,1998,6.8,39,20355,18252684,PG,A young boy with stunted growth is convinced that God has a great purpose for him.
124901,Thursday,87,1998,7.2,,16996,3121,R,A former L.A. drug dealer has moved to Houston to make a new life for himself as a married architect. Everything falls apart when he is suddenly visited by one of his former cohorts who comes carrying heroin.
125022,Lomilki src,123,2001,6.2,47,51123,40336607,PG-13,A mother and daughter con team seduce and scam wealthy men.
125439,Notting Hill,124,1999,7.1,68,267907,116089678,PG-13,The life of a simple bookshop owner changes when he meets the most famous film star in the world.
125454,Paulie,91,1998,6.5,,14143,27008669,PG,"Paulie, a talking parrot, recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey."
125659,Abre los ojos,119,1997,7.7,,63337,368234,R,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured."
125664,Mož z Lune,118,1999,7.4,58,122941,34580635,R,The life and career of legendary comedian Andy Kaufman.
125971,Outside Providence,96,1999,6.4,62,8449,7292175,R,"After one too many run ins with the law, a punk teenager from a working class background is sent to prep school by his frustrated dad, and learns a thing or two."
126029,Shrek,90,2001,7.8,84,604785,267665011,PG,"A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back."
126250,Cookie's Fortune,118,1999,6.8,70,12673,10919177,PG-13,Conflict arises in the small town of Holly Springs when an old woman's death causes a variety of reactions among family and friends.
126388,Legionnaire,99,1998,5.5,,22400,,R,"Alain is a boxer in 1925 Marseille, France. When he doesn't take the dive paid to take by a mob boss, he has to split. He joins the Foreign Legion and is sent to Morocco. He makes 3 friends and they watch each other's backs."
126604,Pecker,87,1998,6.3,66,13272,2281761,R,"A talented young photographer, who enjoys snapping photos of his satirical, perverted Baltimore neighborhood and his wacky family, gets dragged into a world of pretentious artists from New York City and finds newfound fame."
126886,Volitve,103,1999,7.2,83,88820,14879556,R,"A high school teacher's personal life becomes complicated as he works with students during the school elections, particularly with an obsessive overachiever determined to become student body president."
126916,Za ljubezen do igre,137,1999,6.6,43,31495,35168395,PG-13,"After 19 years of playing the game he's loved his whole life, Detroit Tigers pitcher Billy Chapel has to decide if he's going to risk everything and put everything out there."
127311,Tabutta Rövasata,75,1996,7.8,,8911,,,"Mahsun is homeless and unemployed. He lives in Rumelihisari (one of the most picturesque and oldest quarters of Istanbul), and tries to stay alive with the help of local fishermen. Mahsun ..."
127357,Ngo si seoi,120,1998,6.8,,36343,,PG-13,"A Secret Agent loses his memory after falling from a crashing helicopter. He is then chased by several other agency operatives, but he has no idea why."
127536,Elizabeta,124,1998,7.4,75,92122,30082699,R,The early years of the reign of Elizabeth I of England and her difficult task of learning what is necessary to be a monarch.
127722,Another Day in Paradise,101,1998,6.5,,8221,1025234,R,"In the hope of a big score, two junkie couples team up to commit various drug robberies which go disastrously wrong leading to dissent, violence and murder."
127723,Can't Hardly Wait,100,1998,6.5,52,45166,25339117,PG-13,Multicharacter teenage comedy about high school graduates with different agenda of life on graduation night.
128278,Instinct,126,1999,6.6,43,31542,34098563,R,"When noted anthropologist Dr. Ethan Powell, who left society to live in the jungle is imprisoned for murder, it's up to young psychiatrist Theo Caulder to get through to him."
128332,Masumiyet,110,1997,8.2,,15001,,,Yusuf is released from prison after serving a ten-year sentence. He is scared of life outside as he goes to an address given to him by another prisoner.
128442,Kvartopirci,121,1998,7.3,54,141203,22905674,R,"A young, reformed gambler must return to playing big stakes poker to help a friend pay off loan sharks, while balancing his relationship with his girlfriend and his commitments to law school."
128445,Rushmore,93,1998,7.7,86,167095,17105219,R,The extracurricular king of Rushmore Preparatory School is put on academic probation.
128853,Čaka te pošta,119,1998,6.7,57,191659,115821495,PG,Two business rivals who despise each other in real life unwittingly fall in love over the Internet.
129167,Zelezni velikan,86,1999,8.0,85,169607,23159305,PG,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
129280,The Out-of-Towners,90,1999,5.5,33,12899,28535768,PG-13,The remake of the 1970 Neil Simon comedy follows the adventures of married couple Henry and Nancy Clark as they are vexed by misfortune while in New York City for a job interview.
129290,Zdravnik s srcem,115,1998,6.8,25,103499,135026902,PG-13,"The true story of a heroic man, Hunter ""Patch"" Adams, determined to become a medical doctor because he enjoys helping people. He ventured where no doctor had ventured before, using humour and pathos."
129332,Sestradani,101,1999,7.0,46,36285,2060953,R,"In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal."
129387,Nori na Mary,119,1998,7.1,69,287796,176484651,R,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster."
130018,I Still Know What You Did Last Summer,100,1998,4.7,21,68060,40002112,R,"The murderous fisherman with a hook is back to once again stalk the two surviving teens, Julie and Ray, who had left him for dead, as well as cause even more murder and mayhem, this time at a posh island resort."
130121,Mickey Blue Eyes,102,1999,5.8,49,34751,33864342,PG-13,"An English auctioneer proposes to the daughter of a Mafia kingpin, only to realize that certain ""favors"" would be asked of him."
130623,Dinosaur,82,2000,6.5,56,52444,137748063,PG,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.
130827,Lola rennt,81,1998,7.6,77,186847,7267585,R,"After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
131325,Bowfinger,97,1999,6.4,71,65759,66384775,PG-13,"When a desperate movie producer fails to get a major star for his bargain basement film, he decides to shoot the film secretly around him."
131369,Edtv,122,1999,6.1,48,41228,22362500,PG-13,A video store clerk agrees to have his life filmed by a camera crew for a television show.
131566,Rogue Trader,101,1999,6.4,,9321,,,"The story of Nick Leeson, an ambitious investment broker who singlehandedly bankrupted one of the oldest and most important banks in Britain."
131646,Wing Commander,100,1999,4.3,21,16015,11576087,PG-13,"Blair, a fighter pilot, joins an interstellar war to fight the evil Kilrathi who are trying to destroy the universe."
131704,The Adventures of Rocky & Bullwinkle,92,2000,4.2,36,19215,26000610,PG,"When enemies Boris, Natasha, and Fearless Leader escape into the real world with a nefarious scheme, Rocky and Bullwinkle do the same, and team up with a young F.B.I. Agent to stop the trio."
131857,BASEketball,103,1998,6.5,38,56363,6940185,R,"Two childhood friends are pro athletes of a national sport called BASEketball, a hybrid of baseball and basketball, and must deal with a greedy businessman scheming against their team."
132245,Driven,116,2001,4.6,29,39034,32720065,PG-13,A young hot shot driver is in the middle of a championship season and is coming apart at the seams. A former CART champion is called in to give him guidance.
132347,Mystery Men,121,1999,6.1,65,61340,29655590,PG-13,A group of inept amateur superheroes must try to save the day when a supervillain threatens to destroy a major superhero and the city.
132477,Oktobrsko nebo,108,1999,7.8,71,81434,32481825,PG,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes."
132512,At First Sight,128,1999,6.0,40,12890,22365133,PG-13,A blind man has an operation to regain his sight at the urging of his girlfriend and must deal with the changes to his life.
132910,The Crow: Salvation,102,2000,4.9,,10764,,R,Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of.
133024,Ishq,161,1997,6.9,,9757,,,"Harbans Rai and Ranjit Rai are two wealthy businessmen who absolutely *loathe* poverty and poor people . As fate would have it , Harbans Rai's daughter Madhu falls for a poor mechanic Raja ..."
133046,Teaching Mrs. Tingle,96,1999,5.3,35,19546,8946237,PG-13,"The story of a girl who is willing to do anything to become Valedictorian, even if it means murdering the teacher that stands in her way."
133093,Matrica,136,1999,8.7,73,1646687,171479930,R,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence."
133152,Planet opic,119,2001,5.7,50,208781,180011740,PG-13,"In 2029, an Air Force astronaut crash-lands on a mysterious planet where evolved, talking apes dominate a race of primitive humans."
133189,SLC Punk!,97,1998,7.5,50,25599,299200,R,In the early 1980s Stevo and Heroin Bob are the only two dedicated punks in conservative Salt Lake City.
133240,Treasure Planet,95,2002,7.2,60,100664,38176783,PG,"A Disney animated version of ""Treasure Island"". The only difference is that this movie is set in outer space with alien worlds and other galactic wonders."
133363,Los amantes del Círculo Polar,112,1998,7.7,,17933,504223,R,"In cold Lapland Finland, under the eternal midnight sun, two ardent lovers reunite once again after a long period apart, governed by a powerful and eloquent circular motif woven by destiny, faith, and love. Can they deny their destiny?"
133385,Astérix & Obélix contre César,109,1999,6.0,,39012,1644060,,Inhabitants of the last unconquered village in Gaul (ancient France) use a magical potion to hold their independence from Roman invaders.
133751,Zbornica,104,1998,6.5,61,109729,40064955,R,Students suspect that their teachers are aliens after bizarre occurrences.
133952,Obsedno stanje,116,1998,6.4,53,67750,40981289,R,"The secret U.S. abduction of a suspected terrorist leads to a wave of terrorist attacks in New York City, which leads to the declaration of martial-law."
134033,Plunkett & Macleane,99,1999,6.4,44,9557,474900,R,"Two robbers are persecuted by the law, whose servants are not much better and even worse."
134067,The Rugrats Movie,79,1998,5.9,,17915,100494675,,The babies gets lost in the forest after Tommy Pickles (Elizabeth Daily) gets a new baby brother.
134084,Krik 3,116,2000,5.6,56,122538,89138076,R,"While Sidney and her friends visit the Hollywood set of Stab 3, the third film based on the Woodsboro murders, another Ghostface killer rises to terrorize them."
134119,Nadarjeni gospod Ripley,139,1999,7.4,76,179454,81298265,R,"In late 1950s New York, Tom Ripley, a young underachiever, is sent to Italy to retrieve Dickie Greenleaf, a rich and spoiled millionaire playboy. But when the errand fails, Ripley takes extreme measures."
134154,Ride with the Devil,138,1999,6.7,69,12878,630779,R,"During the American Civil War, two friends join the Bushwhackers, a militant group loyal to the Confederacy."
134273,8MM,123,1999,6.5,19,122587,36663315,R,"A private investigator is hired to discover if a ""snuff film"" is authentic or not."
134618,"Mystery, Alaska",119,1999,6.7,49,25264,8888143,R,This comedy is about the residents of a small town who get over-excited when their hockey team gets chosen to host a televised event
134619,Disturbing Behavior,84,1998,5.7,,20779,17411331,R,"The new kid in Cradle Bay, Washington stumbles across something sinister about the town's method of transforming its unruly teens into upstanding citizens."
134630,Duets,112,2000,6.1,40,9072,4734235,R,"A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines."
134847,Planet teme,109,2000,7.1,49,223705,39240659,R,"A commercial transport ship and its crew are marooned on a planet full of bloodthirsty creatures that only come out to feast at night. But then, they learn that a month-long eclipse is about to occur."
134983,Supernova,90,2000,4.9,19,16963,14218868,PG-13,A deep space rescue and recovery spaceship with a crew of 6 receives a distress call from a mining operation 3432 light years away. A rescue operation via dimension jump is made. Bad idea.
135007,Tre uomini e una gamba,100,1997,7.6,,7845,,,Three friends cross Italy by car in order to deliver their boss his dog and a wooden leg.
135790,Bang Boom Bang - Ein todsicheres Ding,110,1999,7.6,,9513,,,"Life could be just great for bank robber Keek: His buddy Kalle is doing time for their last coup, while Keek has to retain the loot. Kalle will spend two more years in jail, so Keek is not ..."
136352,Koyla,166,1997,6.2,,8124,,,"A village girl agrees to a marriage to a king she has never met after he sends her a photograph of himself. But the man in the photograph is not the king but his most loyal slave, the handsome but mute Shankar."
137338,200 Cigarettes,101,1999,6.0,33,14502,6851636,R,"A collection of twentysomethings try to cope with relationships, loneliness, desire and their individual neuroses."
137363,Skrivnost ulice Arlington,117,1999,7.2,65,80499,24362501,R,A man begins to suspect his neighbors are not what they appear to be and their secrets could be deadly.
137494,Past,113,1999,6.3,54,106192,87704396,PG-13,An insurance agent is sent by her employer to track down and help capture an art thief.
137523,Klub golih pesti,139,1999,8.8,66,1823268,37030102,R,"An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more."
138097,Zaljubljeni Shakespeare,123,1998,7.1,87,211974,100317794,R,"The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays."
138304,The Astronaut's Wife,109,1999,5.4,37,52428,10672566,R,"After an explosion in space and subsequent two-minute radio-out period, two astronauts return home to their wives. Slightly it's revealed that they're not the same as they were."
138510,Idle Hands,92,1999,6.2,31,39411,4002955,R,A teenage slacker's right hand becomes possessed with murderous intent.
138524,Loci me in zapelji,100,2003,6.2,71,90415,35327628,PG-13,A beautiful gold digger matches wits with a shrewd Beverly Hills divorce lawyer who is increasingly attracted to her.
138704,Pi,84,1998,7.4,72,168456,3216970,R,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.
138749,The Road to El Dorado,89,2000,6.9,51,83042,50863742,PG,"Two swindlers get their hands on a map to the fabled city of gold, El Dorado."
138946,V imenu pravice,115,2000,6.4,58,19757,882710,R,Leo is released from prison after serving time for car theft. His plan to go straight falls apart when he meets his corrupt uncle for a job and later an old friend working there. It culminates at the (railroad) yards.
139134,Podle igre,97,1999,6.8,56,177347,38328567,R,Two vicious step-siblings of an elite Manhattan prep school make a wager: to deflower the new headmaster's daughter before the start of term.
139151,Inferno,95,1999,5.2,,8855,,R,A man (JCVD) drives out in the desert where some men steal his motorcycle and leave him for dead. He survives and no longer thinks of suicide as he now has a purpose in life: revenge and getting his bike back.
139239,Kaj dogaja?,102,1999,7.2,72,66387,16842303,R,The aftermath of a drug deal as told from three different points of view.
139362,High Art,101,1998,6.6,73,9718,1929168,R,A young female intern at a small magazine company and a drug-addicted lesbian photographer slowly fall in love while exploiting each other to advance their respective careers.
139414,Lake Placid,82,1999,5.7,34,54459,31770414,R,"Three people attempt to stop a gigantic crocodile, who is terrorizing residents in Black Lake, Maine."
139462,Ljubezen v steklenicki,126,1999,6.3,39,35356,52880016,PG-13,"A woman discovers a tragic love letter in a bottle on a beach, and is determined to track down its author."
139654,Dan za trening,122,2001,7.7,69,384383,76631907,R,A rookie cop spends his first day as a Los Angeles narcotics officer with a rogue detective who isn't what he appears to be.
139668,Pravi zlocin,127,1999,6.6,65,31659,16635339,R,Can an over-the-hill journalist uncover the evidence that can prove a death row inmate's innocence just hours before his execution?
139699,Varsity Blues,106,1999,6.5,50,41425,52885587,R,A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.
139809,The Thirteenth Floor,100,1999,7.1,36,66202,15500000,R,A computer scientist running a virtual reality simulation of 1937 becomes the primary suspect when his colleague and mentor is murdered.
139876,Baasha,145,1995,8.2,,8540,,,"An auto driver, Manikam, desperately tries to hide his dark underworld side to keep his promise to his father."
140352,Prebujena vest,157,1999,7.8,84,157857,28965197,R,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
140379,Sen kresne noci,116,1999,6.4,61,24211,16071990,PG-13,"Lovers' lives are complicated by city law, feuding faerie royalty, and... love."
140397,Mumford,112,1999,6.8,62,8827,4554569,R,"In the small town of Mumford, a psychologist of the same name moves in and quickly becomes very popular, despite a questionable past."
140888,Central do Brasil,110,1998,8.0,80,35780,5595428,R,"An emotive journey of a former school teacher, who writes letters for illiterate people, and a young boy, whose mother has just died, as they search for the father he never knew."
141098,Naravne sile,105,1999,5.4,46,32020,52888180,PG-13,A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.
141109,Jack Frost,101,1998,5.4,40,32255,34545030,PG,"A father who can't keep his promises, dies in a car accident. One year later, he returns as a snowman, who has the final chance to put things right with his son, before he is gone forever."
141369,Inspector Gadget,78,1999,4.2,36,44921,97403112,PG,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.
141926,U-571,116,2000,6.6,62,76219,77086030,PG-13,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.
141974,The War Zone,98,1999,7.3,68,9545,254441,R,"An alienated teenager, saddened that he has moved away from London, must find a way to deal with a dark family secret."
142192,The Corruptor,110,1999,6.1,56,17297,15156200,R,"With the aid from a New York City policeman, a top immigrant cop tries to stop drug-trafficking and corruption by immigrant Chinese Triads, but things get complicated when the Triads try to bribe the policeman."
142236,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,51,1995,7.7,,9287,,PG,The universe is thrown into dimensional chaos as the dead come back to life. Now Goku and Vegeta must track down the cause of this uproar.
